objectid,title,artist_display_name,artist_nationality,primary_image,primary_image_small,additional_images,objectname,medium,culture,city,country,object_date,object_end_date,department,gallery_number,accession_year,object_url,tags,object_wikidata_url
65576,Pichhwai for the Festival of Cows,"","",https://images.metmuseum.org/CRDImages/as/original/DP156677.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP156677.jpg,{https://images.metmuseum.org/CRDImages/as/original/DP156678.jpg},Ceremonial cloth,Painted and printed gold and silver leaf and opaque watercolor on indigo-dyed cotton,"India, Deccan, Aurangabad (?)","","",late 18th century,1799,Asian Art,243,2003,https://www.metmuseum.org/art/collection/search/65576,"[{""term"":""Cows"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300250120"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q830""}]",https://www.wikidata.org/wiki/Q29383372
547951,Portrait of the Boy Eutyches,"","",https://images.metmuseum.org/CRDImages/eg/original/DT564.jpg,https://images.metmuseum.org/CRDImages/eg/web-large/DT564.jpg,"{https://images.metmuseum.org/CRDImages/eg/original/18.9.2_02.jpg,https://images.metmuseum.org/CRDImages/eg/original/18.9.2_03.jpg,https://images.metmuseum.org/CRDImages/eg/original/18.9.2_01.jpg,https://images.metmuseum.org/CRDImages/eg/original/45710.jpg,https://images.metmuseum.org/CRDImages/eg/original/46449.jpg}","Panel painting, Eutyches","Encaustic on wood, paint","","",Egypt,A.D. 100–150,150,Egyptian Art,138,1918,https://www.metmuseum.org/art/collection/search/547951,"[{""term"":""Boys"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300247598"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q3010""},{""term"":""Portraits"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300015637"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q134307""}]",https://www.wikidata.org/wiki/Q29385931
501762,Claviorganum,Lorenz Hauslaib,German,https://images.metmuseum.org/CRDImages/mi/original/DP89.4.1191.jpg,https://images.metmuseum.org/CRDImages/mi/web-large/DP89.4.1191.jpg,{},Claviorganum,"Wood, bone, ebony, metal, pear, quill, lead, leather, parchment",German,Nürnberg,Germany,1598,1598,Musical Instruments,"",1889,https://www.metmuseum.org/art/collection/search/501762,null,https://www.wikidata.org/wiki/Q29385568
438605,The Crucifixion,Pietro Lorenzetti,Italian,https://images.metmuseum.org/CRDImages/ep/original/DP278472.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP278472.jpg,{https://images.metmuseum.org/CRDImages/ep/original/EP2083.jpg},Painting,Tempera and gold leaf on wood,"","","",1340s,1344,European Paintings,624,2002,https://www.metmuseum.org/art/collection/search/438605,"[{""term"":""Christ"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000087"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q642420""},{""term"":""Virgin Mary"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000032"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q345""},{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Women"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025943"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q467""},{""term"":""Horses"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300250148"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q726""},{""term"":""Crucifixion"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300404300"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q3235597""}]",https://www.wikidata.org/wiki/Q19911922
436892,Madonna and Child,Filippino Lippi,Italian,https://images.metmuseum.org/CRDImages/ep/original/DP243637.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP243637.jpg,"{https://images.metmuseum.org/CRDImages/ep/original/DT5280.jpg,""https://images.metmuseum.org/CRDImages/ep/original/SF lippi detail.jpg"",""https://images.metmuseum.org/CRDImages/ep/original/SF underdrawing.jpg""}",Painting,"Tempera, oil, and gold on wood","","","",ca. 1483–84,1484,European Paintings,606,1949,https://www.metmuseum.org/art/collection/search/436892,"[{""term"":""Madonna and Child"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000052"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q9309699""}]",https://www.wikidata.org/wiki/Q19911420
468106,Tapestry with the Annunciation,"","",https://images.metmuseum.org/CRDImages/md/original/DT152.jpg,https://images.metmuseum.org/CRDImages/md/web-large/DT152.jpg,{},Tapestry,"Wool warp, wool with a few metallic wefts",South Netherlandish,"","",ca. 1410–20,1423,Medieval Art,"",1945,https://www.metmuseum.org/art/collection/search/468106,"[{""term"":""Lilies"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300375591"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q40458125""},{""term"":""God the Father"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000593"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q186350""},{""term"":""Angels"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300379004"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q235113""},{""term"":""Virgin Mary"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000032"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q345""},{""term"":""Archangel Gabriel"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000493"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q81989""},{""term"":""Annunciation"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300412102"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q154326""}]",https://www.wikidata.org/wiki/Q29385460
437869,Juan de Pareja (1606–1670),Velázquez (Diego Rodríguez de Silva y Velázquez),Spanish,https://images.metmuseum.org/CRDImages/ep/original/DP-14286-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14286-001.jpg,{},Painting,Oil on canvas,"","","",1650,1650,European Paintings,617,1971,https://www.metmuseum.org/art/collection/search/437869,"[{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Portraits"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300015637"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q134307""}]",https://www.wikidata.org/wiki/Q4717953
436944,The Spanish Singer,Edouard Manet,French,https://images.metmuseum.org/CRDImages/ep/original/dp130799.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/dp130799.jpg,{},Painting,Oil on canvas,"","","",1860,1860,European Paintings,810,1949,https://www.metmuseum.org/art/collection/search/436944,"[{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Portraits"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300015637"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q134307""},{""term"":""Guitars"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300042025"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q6607""},{""term"":""Musicians"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025666"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q639669""},{""term"":""Singers"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025684"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q177220""}]",https://www.wikidata.org/wiki/Q2024709
310652,Feline-Head Bottle,"","",https://images.metmuseum.org/CRDImages/ao/original/DT1265.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT1265.jpg,{https://images.metmuseum.org/CRDImages/ao/original/ao1978.412.203.AV1.jpg},Bottle,"Ceramic, postfired paint",Tembladera,Tembladera,Peru,9th–5th century B.C.,-400,"Arts of Africa, Oceania, and the Americas",357,1978,https://www.metmuseum.org/art/collection/search/310652,null,https://www.wikidata.org/wiki/Q29384266
12674,Matilda Stoughton de Jaudenes,Gilbert Stuart,American,https://images.metmuseum.org/CRDImages/ad/original/DT2043.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DT2043.jpg,{},Painting,Oil on canvas,American,"","",1794,1794,The American Wing,755,1907,https://www.metmuseum.org/art/collection/search/12674,"[{""term"":""Portraits"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300015637"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q134307""},{""term"":""Women"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025943"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q467""}]",https://www.wikidata.org/wiki/Q19923862
631985,The Entombment of Christ,Juan Rodríguez Juárez,Mexican,https://images.metmuseum.org/CRDImages/ad/original/DP333083.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP333083.jpg,{https://images.metmuseum.org/CRDImages/ad/original/DP330059.jpg},Painting,Oil and gold on copper,Mexican,"","",ca. 1702,1707,The American Wing,749,2013,https://www.metmuseum.org/art/collection/search/631985,"[{""term"":""Christ"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000087"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q642420""},{""term"":""Virgin Mary"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000032"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q345""},{""term"":""Entombment"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901001053"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q51637""}]",https://www.wikidata.org/wiki/Q20169416
327497,Plate with a hunting scene from the tale of Bahram Gur and Azadeh,"","",https://images.metmuseum.org/CRDImages/an/original/DT1634.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DT1634.jpg,{},Plate,"Silver, mercury gilding",Sasanian,"","",ca. 5th century A.D.,500,Ancient Near Eastern Art,405,1994,https://www.metmuseum.org/art/collection/search/327497,"[{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Hunting"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300239666"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q36963""},{""term"":""Camels"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300250139"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q7375""},{""term"":""Animals"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300249525"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q729""}]",https://www.wikidata.org/wiki/Q29384535
719486,The Marriage of the Virgin,José Sánchez,"",https://images.metmuseum.org/CRDImages/ad/original/DP-15281-001.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP-15281-001.jpg,{https://images.metmuseum.org/CRDImages/ad/original/DP-15281-003.jpg},Painting,Oil on canvas,Mexican,Mexico City,Mexico,ca. 1690,1695,The American Wing,749,2016,https://www.metmuseum.org/art/collection/search/719486,"[{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Angels"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300379004"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q235113""},{""term"":""Virgin Mary"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000032"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q345""}]",https://www.wikidata.org/wiki/Q78613399
247964,Terracotta volute-krater (bowl for mixing wine and water),Painter of the Woolly Satyrs,"",https://images.metmuseum.org/CRDImages/gr/original/DP116941.jpg,https://images.metmuseum.org/CRDImages/gr/web-large/DP116941.jpg,"{https://images.metmuseum.org/CRDImages/gr/original/DP119137.jpg,https://images.metmuseum.org/CRDImages/gr/original/GR139.jpg}",Volute-krater,Terracotta,"Greek, Attic","","",ca. 450 B.C.,-450,Greek and Roman Art,153,1907,https://www.metmuseum.org/art/collection/search/247964,"[{""term"":""Amazons"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000212"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q134154""},{""term"":""Centaurs"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300379740"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q83203""},{""term"":""Chariots"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300212699"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q203788""},{""term"":""Battles"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300185692"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q178561""},{""term"":""Women"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025943"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q467""},{""term"":""Horse Riding"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300249313"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q179226""}]",https://www.wikidata.org/wiki/Q29383745
751510,Cradleboard,"","",https://images.metmuseum.org/CRDImages/ad/original/DP-15102-017.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP-15102-017.jpg,"{https://images.metmuseum.org/CRDImages/ad/original/DP-15102-018.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP-15102-019.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP-15102-016.jpg}",Cradleboard,"Tanned leather, rawhide, wood, pigment, glass beads, wool cloth, cotton cloth, brass tacks, and brass link chain","Kiowa, Native American","",United States,ca. 1875,1880,The American Wing,"",2018,https://www.metmuseum.org/art/collection/search/751510,null,https://www.wikidata.org/wiki/Q104413108
544450,Seated Statue of Hatshepsut,"","",https://images.metmuseum.org/CRDImages/eg/original/21V_CAT096R3.jpg,https://images.metmuseum.org/CRDImages/eg/web-large/21V_CAT096R3.jpg,"{https://images.metmuseum.org/CRDImages/eg/original/DT339738.jpg,https://images.metmuseum.org/CRDImages/eg/original/vs29.3.2zz1.jpg,https://images.metmuseum.org/CRDImages/eg/original/29.3.2_02.jpg,https://images.metmuseum.org/CRDImages/eg/original/21V_CAT096_1R3.jpg}","Statue, Hatshepsut, king, seated; Hatshepsut-sculpture","Indurated limestone, paint","","",Egypt,ca. 1479–1458 B.C.,-1458,Egyptian Art,115,1929,https://www.metmuseum.org/art/collection/search/544450,"[{""term"":""Kings"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025481"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q12097""},{""term"":""Women"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025943"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q467""}]",https://www.wikidata.org/wiki/Q29385790
11797,The American School,Matthew Pratt,American,https://images.metmuseum.org/CRDImages/ad/original/DT56.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DT56.jpg,{},Painting,Oil on canvas,American,"","",1765,1765,The American Wing,747,1897,https://www.metmuseum.org/art/collection/search/11797,"[{""term"":""Painting"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300054216"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q11629""},{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Artists"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025103"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q483501""}]",https://www.wikidata.org/wiki/Q20170292
16687,Michael Angelo and Emma Clara Peale,Rembrandt Peale,American,https://images.metmuseum.org/CRDImages/ad/original/DT4656.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DT4656.jpg,{},Painting,Oil on canvas,American,"","",ca. 1826,1826,The American Wing,756,2000,https://www.metmuseum.org/art/collection/search/16687,"[{""term"":""Boys"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300247598"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q3010""},{""term"":""Girls"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300247581"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q3031""},{""term"":""Portraits"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300015637"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q134307""}]",https://www.wikidata.org/wiki/Q20169720
324695,Furniture plaque carved in relief with a “woman at the window”,"","",https://images.metmuseum.org/CRDImages/an/original/DP110612.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP110612.jpg,{},Furniture element,"Ivory, glass",Assyrian,"","",ca. 9th–8th century B.C.,-700,Ancient Near Eastern Art,406,1957,https://www.metmuseum.org/art/collection/search/324695,"[{""term"":""Women"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025943"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q467""}]",https://www.wikidata.org/wiki/Q29384470
694642,"The Trees, Early Afternoon, France",William A. Harper,"",https://images.metmuseum.org/CRDImages/ad/original/DP701344.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP701344.jpg,{https://images.metmuseum.org/CRDImages/ad/original/DP701345.jpg},Painting,Oil on canvas,American,"","",ca. 1905,1910,The American Wing,770,2015,https://www.metmuseum.org/art/collection/search/694642,"[{""term"":""Landscapes"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300132294"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q191163""}]",https://www.wikidata.org/wiki/Q29961418
544853,Whip Handle in the Shape of a Horse,"","",https://images.metmuseum.org/CRDImages/eg/original/DP-17703-001.jpg,https://images.metmuseum.org/CRDImages/eg/web-large/DP-17703-001.jpg,"{https://images.metmuseum.org/CRDImages/eg/original/DP238570.jpg,https://images.metmuseum.org/CRDImages/eg/original/DP-17703-002.jpg,https://images.metmuseum.org/CRDImages/eg/original/DP-17703-003.jpg,https://images.metmuseum.org/CRDImages/eg/original/DP-17703-004.jpg,https://images.metmuseum.org/CRDImages/eg/original/DP-17703-005.jpg,https://images.metmuseum.org/CRDImages/eg/original/DP-17703-006.jpg,https://images.metmuseum.org/CRDImages/eg/original/26.7.1293_rp.jpg}","Whip handle, horse","Ivory, garnet, paint","","",Egypt,ca. 1390–1353 B.C.,-1353,Egyptian Art,119,1926,https://www.metmuseum.org/art/collection/search/544853,"[{""term"":""Horses"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300250148"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q726""}]",https://www.wikidata.org/wiki/Q29385851
447086,Finial in the Form of a Parrot,"","",https://images.metmuseum.org/CRDImages/is/original/DT4880.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DT4880.jpg,"{https://images.metmuseum.org/CRDImages/is/original/191204.jpg,https://images.metmuseum.org/CRDImages/is/original/184895.jpg,https://images.metmuseum.org/CRDImages/is/original/sf19-135-3b.jpg,https://images.metmuseum.org/CRDImages/is/original/44757.jpg}",Finial,Brass,"","",Northern India,17th–18th century,1799,Islamic Art,464,1919,https://www.metmuseum.org/art/collection/search/447086,"[{""term"":""Parrots"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300250076"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q15548309""}]",https://www.wikidata.org/wiki/Q29385050
13052,Panoramic View of the Palace and Gardens of Versailles,John Vanderlyn,American,https://images.metmuseum.org/CRDImages/ad/original/DT2502.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DT2502.jpg,"{https://images.metmuseum.org/CRDImages/ad/original/49KK_617AR3.jpg,https://images.metmuseum.org/CRDImages/ad/original/49KK_617R3.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP256619.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP256620.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP256621.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP336535.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP354232.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP354233.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP354234.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP354235.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP354236.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP354237.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP354238.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP354239.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP354240.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP354241.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP354242.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP354243.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP354244.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP354245.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP354246.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP354247.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP354248.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP354249.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP354250.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP354251.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP354252.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP354253.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP354254.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP354255.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP354256.jpg,https://images.metmuseum.org/CRDImages/ad/original/156669.jpg,https://images.metmuseum.org/CRDImages/ad/original/156672.jpg,https://images.metmuseum.org/CRDImages/ad/original/156675.jpg,https://images.metmuseum.org/CRDImages/ad/original/DT2501.jpg}",Painting,Oil on canvas,American,"","",1818–19,1819,The American Wing,735,1952,https://www.metmuseum.org/art/collection/search/13052,"[{""term"":""Fountains"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300006179"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q483453""},{""term"":""Palaces"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300005734"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q16560""},{""term"":""Gardens"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300008090"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q1107656""}]",https://www.wikidata.org/wiki/Q18686963
436323,A Woman with a Dog,Jean Honoré Fragonard,French,https://images.metmuseum.org/CRDImages/ep/original/DP-1019-01.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-1019-01.jpg,{https://images.metmuseum.org/CRDImages/ep/original/DP-1019-03.jpg},Painting,Oil on canvas,"","","",ca. 1769,1774,European Paintings,616,1937,https://www.metmuseum.org/art/collection/search/436323,"[{""term"":""Portraits"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300015637"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q134307""},{""term"":""Women"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025943"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q467""},{""term"":""Dogs"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300265714"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q144""}]",https://www.wikidata.org/wiki/Q19911872
436579,Broken Eggs,Jean-Baptiste Greuze,French,https://images.metmuseum.org/CRDImages/ep/original/DP-12952-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-12952-001.jpg,{},Painting,Oil on canvas,"","","",1756,1756,European Paintings,616,1920,https://www.metmuseum.org/art/collection/search/436579,"[{""term"":""Interiors"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300391239"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q2998430""},{""term"":""Children"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025945"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q7569""},{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Women"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025943"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q467""},{""term"":""Eggs"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300395680"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q93189""}]",https://www.wikidata.org/wiki/Q19904884
435851,The Meditation on the Passion,Vittore Carpaccio,Italian,https://images.metmuseum.org/CRDImages/ep/original/DP296427.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP296427.jpg,{},Painting,Oil and tempera on wood,"","","",ca. 1490,1495,European Paintings,602,1911,https://www.metmuseum.org/art/collection/search/435851,"[{""term"":""Christ"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000087"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q642420""},{""term"":""Skulls"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300191856"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q13147""},{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Saint Jerome"",""AAT_URL"":""http://vocab.getty.edu/page/ulan/500060933"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q44248""},{""term"":""Job"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000836"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q179962""}]",https://www.wikidata.org/wiki/Q3853812
827660,A Bouquet of Flowers,Clara Peeters,"",https://images.metmuseum.org/CRDImages/ep/original/DP-19451-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-19451-001.jpg,{},"",Oil on wood,"","","",ca. 1612,1617,European Paintings,627,2020,https://www.metmuseum.org/art/collection/search/827660,"[{""term"":""Flowers"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300132399"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q506""},{""term"":""Still Life"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300015638"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q170571""}]",https://www.wikidata.org/wiki/Q96185603
717564,Acomita polychrome water jar,"","",https://images.metmuseum.org/CRDImages/ad/original/DP-15303-003.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP-15303-003.jpg,{},Water jar,Clay and pigment,"Acoma, Native American","",United States,ca. 1790,1795,The American Wing,"",2018,https://www.metmuseum.org/art/collection/search/717564,null,https://www.wikidata.org/wiki/Q104413088
205485,"Boiserie from the Hôtel de Cabris, Grasse","","",https://images.metmuseum.org/CRDImages/es/original/DP159275.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP159275.jpg,"{https://images.metmuseum.org/CRDImages/es/original/dp155160.jpg,https://images.metmuseum.org/CRDImages/es/original/DP226307.jpg,https://images.metmuseum.org/CRDImages/es/original/DP220129.jpg,https://images.metmuseum.org/CRDImages/es/original/DP214176.jpg,https://images.metmuseum.org/CRDImages/es/original/DP214178.jpg,https://images.metmuseum.org/CRDImages/es/original/DP222904.jpg,https://images.metmuseum.org/CRDImages/es/original/DP158821.jpg}",Period room,"Carved, painted, and gilded oak","","","","ca. 1774, with later additions",1779,European Sculpture and Decorative Arts,527,1972,https://www.metmuseum.org/art/collection/search/205485,"[{""term"":""Architecture"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300263552"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q12271""},{""term"":""Interiors"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300391239"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q2998430""}]",https://www.wikidata.org/wiki/Q29383632
