objectid,title,artist_display_name,artist_nationality,primary_image,primary_image_small,additional_images,objectname,medium,culture,city,country,object_date,object_end_date,department,gallery_number,accession_year,object_url,tags,object_wikidata_url
11907,A Rocky Coast,William Trost Richards,American,https://images.metmuseum.org/CRDImages/ad/original/CT_29509.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/CT_29509.jpg,"{https://images.metmuseum.org/CRDImages/ad/original/ap87.15.6.jpg,https://images.metmuseum.org/CRDImages/ad/original/APS2511.jpg,https://images.metmuseum.org/CRDImages/ad/original/3701.jpg}",Watercolor,Watercolor and gouache on fibrous brown wove paper,American,"","",1877,1877,The American Wing,"",1887,https://www.metmuseum.org/art/collection/search/11907,"[{""term"":""Seascapes"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300117546"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q158607""}]",https://www.wikidata.org/wiki/Q20178690
16577,Winter Scene in Moonlight,Henry Farrer,American,https://images.metmuseum.org/CRDImages/ad/original/DT1541.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DT1541.jpg,{https://images.metmuseum.org/CRDImages/ad/original/1999.19.jpg},Watercolor,Watercolor and gouache on white wove paper,American,"","",1869,1869,The American Wing,"",1999,https://www.metmuseum.org/art/collection/search/16577,"[{""term"":""Moon"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300386951"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q405""},{""term"":""Landscapes"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300132294"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q191163""},{""term"":""Trees"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300132410"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q10884""},{""term"":""Winter"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300133101"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q1311""}]",https://www.wikidata.org/wiki/Q20178200
22634,Burgonet,Filippo Negroli,Italian,https://images.metmuseum.org/CRDImages/aa/original/DP-12880-022.jpg,https://images.metmuseum.org/CRDImages/aa/web-large/DP-12880-022.jpg,"{https://images.metmuseum.org/CRDImages/aa/original/DP-12880-023.jpg,https://images.metmuseum.org/CRDImages/aa/original/DT781.jpg,https://images.metmuseum.org/CRDImages/aa/original/DT276226.jpg,https://images.metmuseum.org/CRDImages/aa/original/DT276227.jpg,https://images.metmuseum.org/CRDImages/aa/original/DT276228.jpg,https://images.metmuseum.org/CRDImages/aa/original/DT276229.jpg,https://images.metmuseum.org/CRDImages/aa/original/DT276230.jpg,https://images.metmuseum.org/CRDImages/aa/original/DT276232.jpg,https://images.metmuseum.org/CRDImages/aa/original/DT276231.jpg,https://images.metmuseum.org/CRDImages/aa/original/DP-12880-021.jpg}",Burgonet,"Steel, gold, textile","Italian, Milan",Milan,Italy,dated 1543,1543,Arms and Armor,374,1917,https://www.metmuseum.org/art/collection/search/22634,"[{""term"":""Medusa"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000543"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q160730""},{""term"":""Putti"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300250465"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q284865""}]",https://www.wikidata.org/wiki/Q29383115
470311,Enthroned Virgin and Child,"","",https://images.metmuseum.org/CRDImages/cl/original/DP167494.jpg,https://images.metmuseum.org/CRDImages/cl/web-large/DP167494.jpg,"{https://images.metmuseum.org/CRDImages/cl/original/DP167496.jpg,https://images.metmuseum.org/CRDImages/cl/original/DP167495.jpg,https://images.metmuseum.org/CRDImages/cl/original/DP167492.jpg,https://images.metmuseum.org/CRDImages/cl/original/DP167490.jpg,https://images.metmuseum.org/CRDImages/cl/original/DP167493.jpg,https://images.metmuseum.org/CRDImages/cl/original/DP167491.jpg}",Sculpture,Birch with paint and glass,French,vicinity of Autun,France,ca. 1130–1140,1140,The Cloisters,004,1947,https://www.metmuseum.org/art/collection/search/470311,"[{""term"":""Madonna and Child"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000052"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q9309699""},{""term"":""Jesus"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000087"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q302""},{""term"":""Virgin Mary"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000032"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q345""}]",https://www.wikidata.org/wiki/Q20201042
436603,Samson Captured by the Philistines,Guercino (Giovanni Francesco Barbieri),Italian,https://images.metmuseum.org/CRDImages/ep/original/DT503.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT503.jpg,{},Painting,Oil on canvas,"","","",1619,1619,European Paintings,601,1984,https://www.metmuseum.org/art/collection/search/436603,"[{""term"":""Women"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025943"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q467""},{""term"":""Samson"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000362"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q214648""}]",https://www.wikidata.org/wiki/Q19911545
435641,Madonna and Child,Giovanni Bellini,Italian,https://images.metmuseum.org/CRDImages/ep/original/DT375.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT375.jpg,{https://images.metmuseum.org/CRDImages/ep/original/ep08.183.1.jpg},Painting,Oil on wood,"","","",late 1480s,1489,European Paintings,603,1908,https://www.metmuseum.org/art/collection/search/435641,"[{""term"":""Infants"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300189561"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q998""},{""term"":""Women"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025943"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q467""},{""term"":""Madonna"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000032"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q345""},{""term"":""Madonna and Child"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000052"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q9309699""},{""term"":""Jesus"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000087"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q302""}]",https://www.wikidata.org/wiki/Q19911447
437900,"Comtesse de la Châtre (Marie Charlotte Louise Perrette Aglaé Bontemps, 1762–1848)",Elisabeth Louise Vigée Le Brun,French,https://images.metmuseum.org/CRDImages/ep/original/DP320086.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP320086.jpg,{},Painting,Oil on canvas,"","","",1789,1789,European Paintings,616,1954,https://www.metmuseum.org/art/collection/search/437900,"[{""term"":""Portraits"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300015637"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q134307""},{""term"":""Women"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025943"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q467""}]",https://www.wikidata.org/wiki/Q19912372
438815,"Madame Georges Charpentier (Marguérite-Louise Lemonnier, 1848–1904) and Her Children, Georgette-Berthe (1872–1945) and Paul-Émile-Charles (1875–1895)",Auguste Renoir,French,https://images.metmuseum.org/CRDImages/ep/original/DT49.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT49.jpg,{},Painting,Oil on canvas,"","","",1878,1878,European Paintings,824,1907,https://www.metmuseum.org/art/collection/search/438815,"[{""term"":""Boys"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300247598"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q3010""},{""term"":""Girls"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300247581"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q3031""},{""term"":""Interiors"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300391239"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q2998430""},{""term"":""Portraits"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300015637"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q134307""},{""term"":""Women"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025943"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q467""},{""term"":""Dogs"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300265714"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q144""}]",https://www.wikidata.org/wiki/Q686105
17447,Portrait of a Lady,Lawrence Kilburn (or Kilbrunn),British,https://images.metmuseum.org/CRDImages/ad/original/DT5410.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DT5410.jpg,{},Painting,Oil on canvas,American,"",United States,1764,1764,The American Wing,719,2002,https://www.metmuseum.org/art/collection/search/17447,"[{""term"":""Portraits"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300015637"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q134307""},{""term"":""Women"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025943"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q467""}]",https://www.wikidata.org/wiki/Q19924681
247009,Wall painting from Room H of the Villa of P. Fannius Synistor at Boscoreale,"","",https://images.metmuseum.org/CRDImages/gr/original/DP105943.jpg,https://images.metmuseum.org/CRDImages/gr/web-large/DP105943.jpg,"{https://images.metmuseum.org/CRDImages/gr/original/DP118092.jpg,https://images.metmuseum.org/CRDImages/gr/original/DP118093.jpg,https://images.metmuseum.org/CRDImages/gr/original/DP141478.jpg}",Wall painting,Fresco,Roman,"","",ca. 50–40 B.C.,-40,Greek and Roman Art,164,1903,https://www.metmuseum.org/art/collection/search/247009,"[{""term"":""Musical Instruments"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300041620"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q34379""},{""term"":""Girls"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300247581"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q3031""},{""term"":""Women"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025943"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q467""},{""term"":""Musicians"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025666"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q639669""},{""term"":""Chairs"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300037772"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q15026""}]",https://www.wikidata.org/wiki/Q29383728
39668,"Old Trees, Level Distance",Guo Xi,Chinese,https://images.metmuseum.org/CRDImages/as/original/DP167812_CRD.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP167812_CRD.jpg,"{https://images.metmuseum.org/CRDImages/as/original/DP167811.jpg,https://images.metmuseum.org/CRDImages/as/original/DP167812.jpg,https://images.metmuseum.org/CRDImages/as/original/DP167813.jpg,https://images.metmuseum.org/CRDImages/as/original/DP167814.jpg,https://images.metmuseum.org/CRDImages/as/original/DP167815.jpg,https://images.metmuseum.org/CRDImages/as/original/DP167816.jpg,https://images.metmuseum.org/CRDImages/as/original/DP167817.jpg,https://images.metmuseum.org/CRDImages/as/original/DP167818.jpg,https://images.metmuseum.org/CRDImages/as/original/DP167819.jpg,https://images.metmuseum.org/CRDImages/as/original/DP151506.jpg,https://images.metmuseum.org/CRDImages/as/original/DP151507.jpg,https://images.metmuseum.org/CRDImages/as/original/DP151508.jpg}",Handscroll,Handscroll; ink and color on silk,China,"","",ca. 1080,1090,Asian Art,"",1981,https://www.metmuseum.org/art/collection/search/39668,"[{""term"":""Trees"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300132410"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q10884""},{""term"":""Landscapes"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300132294"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q191163""}]",https://www.wikidata.org/wiki/Q29383298
436037,The Judgment of Paris,Lucas Cranach the Elder,German,https://images.metmuseum.org/CRDImages/ep/original/DP280358.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP280358.jpg,{},Painting,Oil on beech,"","","",ca. 1528,1533,European Paintings,626,1928,https://www.metmuseum.org/art/collection/search/436037,"[{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Female Nudes"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300189568"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q1763003""},{""term"":""Cupid"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300380105"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q5011""},{""term"":""Juno"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901001346"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q125046""},{""term"":""Minerva"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901001041"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q126916""},{""term"":""Venus"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901001064"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q47652""},{""term"":""Horses"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300250148"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q726""},{""term"":""Paris"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901001347"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q167646""}]",https://www.wikidata.org/wiki/Q19911452
464142,Shrine of the Virgin,"","",https://images.metmuseum.org/CRDImages/md/original/DP266473.jpg,https://images.metmuseum.org/CRDImages/md/web-large/DP266473.jpg,"{https://images.metmuseum.org/CRDImages/md/original/DP266472.jpg,https://images.metmuseum.org/CRDImages/md/original/sf17-190-185s2.jpg,https://images.metmuseum.org/CRDImages/md/original/sf17-190-185s3.jpg,https://images.metmuseum.org/CRDImages/md/original/sf17-190-185s4.jpg,https://images.metmuseum.org/CRDImages/md/original/sf17-190-185s8.jpg,https://images.metmuseum.org/CRDImages/md/original/sf17-190-185s9.jpg,https://images.metmuseum.org/CRDImages/md/original/DP266403.jpg,https://images.metmuseum.org/CRDImages/md/original/sf17-190-185d7.jpg,https://images.metmuseum.org/CRDImages/md/original/sf17-190-185s11a.jpg,https://images.metmuseum.org/CRDImages/md/original/sf17-190-185s12.jpg,https://images.metmuseum.org/CRDImages/md/original/sf17-190-185s13.jpg,https://images.metmuseum.org/CRDImages/md/original/sf17-190-185s14.jpg,https://images.metmuseum.org/CRDImages/md/original/sf17-190-185s15.jpg,https://images.metmuseum.org/CRDImages/md/original/sf17-190-185s16.jpg,https://images.metmuseum.org/CRDImages/md/original/DP266391.jpg,https://images.metmuseum.org/CRDImages/md/original/DP266394.jpg,https://images.metmuseum.org/CRDImages/md/original/DP266392.jpg,https://images.metmuseum.org/CRDImages/md/original/DP266396.jpg,https://images.metmuseum.org/CRDImages/md/original/DP266470.jpg,https://images.metmuseum.org/CRDImages/md/original/DP266471.jpg,https://images.metmuseum.org/CRDImages/md/original/DP266398.jpg,https://images.metmuseum.org/CRDImages/md/original/DP266397.jpg}",Shrine,"Oak, linen covering, polychromy, gilding, gesso",German,"","",ca. 1300,1300,Medieval Art,304,1917,https://www.metmuseum.org/art/collection/search/464142,"[{""term"":""Christ"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000087"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q642420""},{""term"":""Virgin Mary"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000032"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q345""},{""term"":""Adoration of the Magi"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000083"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q488841""},{""term"":""Annunciation"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300412102"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q154326""},{""term"":""Nativity"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000124"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q51628""}]",https://www.wikidata.org/wiki/Q29385357
40081,Wang Xizhi watching geese,Qian Xuan,Chinese,https://images.metmuseum.org/CRDImages/as/original/DP273822.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP273822.jpg,"{https://images.metmuseum.org/CRDImages/as/original/DP302811.jpg,https://images.metmuseum.org/CRDImages/as/original/DP302813.jpg,https://images.metmuseum.org/CRDImages/as/original/DP302814.jpg,https://images.metmuseum.org/CRDImages/as/original/DP302815.jpg,https://images.metmuseum.org/CRDImages/as/original/DP302816.jpg,https://images.metmuseum.org/CRDImages/as/original/DP302817.jpg,https://images.metmuseum.org/CRDImages/as/original/DP302818.jpg,https://images.metmuseum.org/CRDImages/as/original/DP302819.jpg,https://images.metmuseum.org/CRDImages/as/original/DP302820.jpg,https://images.metmuseum.org/CRDImages/as/original/DP302821.jpg,https://images.metmuseum.org/CRDImages/as/original/DP302822.jpg,https://images.metmuseum.org/CRDImages/as/original/DP302823.jpg,https://images.metmuseum.org/CRDImages/as/original/DP302824.jpg,https://images.metmuseum.org/CRDImages/as/original/DP302825.jpg,https://images.metmuseum.org/CRDImages/as/original/DP153714.jpg,https://images.metmuseum.org/CRDImages/as/original/DP153708.jpg,https://images.metmuseum.org/CRDImages/as/original/DP153724.jpg,""https://images.metmuseum.org/CRDImages/as/original/DP153702_Detail 1.jpg"",""https://images.metmuseum.org/CRDImages/as/original/DP153714_Detail 2.jpg"",""https://images.metmuseum.org/CRDImages/as/original/DP153721_Detail 3.jpg""}",Handscroll,"Handscroll; ink, color, and gold on paper",China,"","",ca. 1295,1305,Asian Art,"",1973,https://www.metmuseum.org/art/collection/search/40081,"[{""term"":""Trees"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300132410"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q10884""},{""term"":""Pavilions"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300002660"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q276173""},{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""}]",https://www.wikidata.org/wiki/Q29383319
436121,A Woman Seated beside a Vase of Flowers (Madame Paul Valpinçon?),Edgar Degas,French,https://images.metmuseum.org/CRDImages/ep/original/DT1566.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT1566.jpg,{},Painting,Oil on canvas,"","","",1865,1865,European Paintings,810,1929,https://www.metmuseum.org/art/collection/search/436121,"[{""term"":""Women"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025943"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q467""},{""term"":""Flowers"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300132399"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q506""},{""term"":""Pitchers"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300194765"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q132397""}]",https://www.wikidata.org/wiki/Q3713914
453351,"""The Angel Gabriel meets 'Amr ibn Zaid (the Shepherd)"", Folio from a Siyer-i Nebi (the Life of the Prophet)",Mustafa ibn Vali,"",https://images.metmuseum.org/CRDImages/is/original/DP234015.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP234015.jpg,"{https://images.metmuseum.org/CRDImages/is/original/DP235834.jpg,https://images.metmuseum.org/CRDImages/is/original/sf1994-141.jpg,https://images.metmuseum.org/CRDImages/is/original/DT3683.jpg}",Folio from an illustrated manuscript,"Ink, opaque watercolor, and gold on paper","",Istanbul,Turkey,ca. 1595,1620,Islamic Art,"",1994,https://www.metmuseum.org/art/collection/search/453351,"[{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Horse Riding"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300249313"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q179226""},{""term"":""Camels"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300250139"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q7375""},{""term"":""Archangel Gabriel"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000493"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q81989""}]",https://www.wikidata.org/wiki/Q29385238
20498,Side chair,George A. Schastey & Co.,"",https://images.metmuseum.org/CRDImages/ad/original/DP364292.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP364292.jpg,"{https://images.metmuseum.org/CRDImages/ad/original/DP364293.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP364291.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP364289.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP364290.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP364294.jpg}",Side chair,"Satinwood, purpleheart, brass castors, reproduction upholstery",American,New York,United States,1881–82,1882,The American Wing,742,2008,https://www.metmuseum.org/art/collection/search/20498,null,https://www.wikidata.org/wiki/Q104413006
333915,The Connoisseur,Honoré Daumier,French,https://images.metmuseum.org/CRDImages/dp/original/dp29.100.200.R.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/dp29.100.200.R.jpg,"{https://images.metmuseum.org/CRDImages/dp/original/DT637.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP211510.jpg}",Drawing,"Pen and ink, wash, watercolor, lithographic crayon, and gouache over black chalk on wove paper","","",France,ca. 1860–65,1870,Drawings and Prints,"",1929,https://www.metmuseum.org/art/collection/search/333915,"[{""term"":""Sculpture"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300047090"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q860861""},{""term"":""Interiors"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300391239"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q2998430""},{""term"":""Contemplation"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300264547"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q1123855""},{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""}]",https://www.wikidata.org/wiki/Q29384588
437549,Wheat Fields,Jacob van Ruisdael,Dutch,https://images.metmuseum.org/CRDImages/ep/original/DP145911.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP145911.jpg,{},Painting,Oil on canvas,"","","",ca. 1670,1675,European Paintings,965,1914,https://www.metmuseum.org/art/collection/search/437549,"[{""term"":""Roads"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300008217"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q34442""},{""term"":""Landscapes"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300132294"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q191163""}]",https://www.wikidata.org/wiki/Q19905217
437447,Captain George K. H. Coussmaker (1759–1801),Sir Joshua Reynolds,British,https://images.metmuseum.org/CRDImages/ep/original/DP169215.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP169215.jpg,{},Painting,Oil on canvas,"","","",1782,1782,European Paintings,615,1920,https://www.metmuseum.org/art/collection/search/437447,"[{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Portraits"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300015637"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q134307""},{""term"":""Horses"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300250148"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q726""}]",https://www.wikidata.org/wiki/Q5036652
437826,Venus and Adonis,Titian (Tiziano Vecellio),Italian,https://images.metmuseum.org/CRDImages/ep/original/DP-19299-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-19299-001.jpg,{https://images.metmuseum.org/CRDImages/ep/original/LC-49_7_16_xray.jpg},Painting,Oil on canvas,"","","",1550s,1559,European Paintings,608,1949,https://www.metmuseum.org/art/collection/search/437826,"[{""term"":""Cupid"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300380105"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q5011""},{""term"":""Adonis"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000521"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q163920""},{""term"":""Venus"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901001064"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q47652""},{""term"":""Dogs"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300265714"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q144""}]",https://www.wikidata.org/wiki/Q4009570
438822,The Repast of the Lion,Henri Rousseau (le Douanier),French,https://images.metmuseum.org/CRDImages/ep/original/DT50.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT50.jpg,{},Painting,Oil on canvas,"","","",ca. 1907,1912,European Paintings,825,1951,https://www.metmuseum.org/art/collection/search/438822,"[{""term"":""Lions"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300310388"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q140""},{""term"":""Forests"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300387598"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q4421""}]",https://www.wikidata.org/wiki/Q19912313
